"","rumination_measure","rumination_intensity"
"152","mean_state_rumination",-0.277568730402595
"153","trait_rumination",-0.158548265750916
"154","mean_state_rumination",-0.264546049481498
"155","trait_rumination",-0.117342105443778
"156","mean_state_rumination",-0.345100378630835
"157","trait_rumination",-0.101720394158453
"158","mean_state_rumination",-0.385274680785706
"159","trait_rumination",-0.113402637003054
"160","mean_state_rumination",-0.358967120067492
"161","trait_rumination",-0.120121718091329
"162","mean_state_rumination",-0.291838940533399
"163","trait_rumination",-0.231746283970968
"164","mean_state_rumination",-0.274267839648052
"165","trait_rumination",-0.143705581553999
"166","mean_state_rumination",-0.33754927252203
"167","trait_rumination",-0.16860895890718
"168","mean_state_rumination",-0.35216081969973
"169","trait_rumination",-0.135706257704909
"170","mean_state_rumination",-0.315915909366679
"171","trait_rumination",-0.0800326684515094
"172","mean_state_rumination",-0.338043556578685
"173","trait_rumination",-0.128089875350823
"174","mean_state_rumination",-0.215250172808563
"175","trait_rumination",-0.205820039831916
"176","mean_state_rumination",-0.321387198248517
"177","trait_rumination",-0.162916635469897
"178","mean_state_rumination",-0.283628781730865
"179","trait_rumination",-0.119730569710017
"180","mean_state_rumination",-0.306733951369449
"181","trait_rumination",-0.11698124126712
"182","mean_state_rumination",-0.27622605317798
"183","trait_rumination",-0.0827530607121035
"184","mean_state_rumination",-0.316412509350911
"185","trait_rumination",-0.16897364606956
"186","mean_state_rumination",-0.3113632660781
"187","trait_rumination",-0.253249605275796
"188","mean_state_rumination",-0.295942367841642
"189","trait_rumination",-0.11010090334348
"190","mean_state_rumination",-0.330871242528302
"191","trait_rumination",-0.121600167126766
"192","mean_state_rumination",-0.347716058634503
"193","trait_rumination",-0.0875115898736958
"194","mean_state_rumination",-0.332952991305979
"195","trait_rumination",-0.133602379695369
"196","mean_state_rumination",-0.362560502066386
"197","trait_rumination",-0.0791463053190018
"198","mean_state_rumination",-0.34558066704697
"199","trait_rumination",-0.0862885165426009
"200","mean_state_rumination",-0.362271561326943
"201","trait_rumination",-0.168007127480866
"202","mean_state_rumination",-0.251814354538527
"203","trait_rumination",-0.0808142375201325
"204","mean_state_rumination",-0.336838528944056
"205","trait_rumination",-0.167460762759695
"206","mean_state_rumination",-0.287815732784635
"207","trait_rumination",-0.185717121937903
"208","mean_state_rumination",-0.238902435245736
"209","trait_rumination",-0.210502680913858
"210","mean_state_rumination",-0.335969198354229
"211","trait_rumination",-0.137888557696482
"212","mean_state_rumination",-0.354171297429505
"213","trait_rumination",-0.257320264301452
"214","mean_state_rumination",-0.233294938628243
"215","trait_rumination",-0.215590131330878
"216","mean_state_rumination",-0.299486679126204
"217","trait_rumination",-0.0477588716621219
"218","mean_state_rumination",-0.370838095544817
"219","trait_rumination",-0.159655646709526
"220","mean_state_rumination",-0.300208884107465
"221","trait_rumination",-0.125622413400454
"222","mean_state_rumination",-0.263335104823673
"223","trait_rumination",-0.0520896183011864
"224","mean_state_rumination",-0.352401137346668
"225","trait_rumination",-0.14043042012946
"226","mean_state_rumination",-0.336723227874479
"227","trait_rumination",-0.255681923755173
"228","mean_state_rumination",-0.261296000386768
"229","trait_rumination",-0.113454784720779
"230","mean_state_rumination",-0.348755794751723
"231","trait_rumination",-0.13659520769526
"232","mean_state_rumination",-0.371198841530797
"233","trait_rumination",-0.222281807968272
"234","mean_state_rumination",-0.37004687508171
"235","trait_rumination",-0.0932665920609718
"236","mean_state_rumination",-0.357348683795369
"237","trait_rumination",-0.123146404039562
"238","mean_state_rumination",-0.24035639434917
"239","trait_rumination",-0.140733984479308
"240","mean_state_rumination",-0.316018360487803
"241","trait_rumination",-0.237213921998046
"242","mean_state_rumination",-0.295668899521605
"243","trait_rumination",-0.273405353586999
"244","mean_state_rumination",-0.169245711849258
"245","trait_rumination",-0.120587931959043
"246","mean_state_rumination",-0.381005405994486
"247","trait_rumination",-0.168403103490099
"248","mean_state_rumination",-0.344895925834472
"249","trait_rumination",-0.216448657564837
"250","mean_state_rumination",-0.302029552831361
"251","trait_rumination",-0.235736704145581
"252","mean_state_rumination",-0.248324346096513
"253","trait_rumination",-0.171720757174508
"254","mean_state_rumination",-0.291366328685397
"255","trait_rumination",-0.164927119473822
"256","mean_state_rumination",-0.331199752856432
"257","trait_rumination",-0.131597793005891
"258","mean_state_rumination",-0.342605624328395
"259","trait_rumination",-0.18169869890976
"260","mean_state_rumination",-0.21425984131669
"261","trait_rumination",-0.191052360895245
"262","mean_state_rumination",-0.263222546744829
"263","trait_rumination",-0.243975060259191
"264","mean_state_rumination",-0.26688315190348
"265","trait_rumination",-0.18049272367087
"266","mean_state_rumination",-0.210215107564846
"267","trait_rumination",-0.0779057749029973
"268","mean_state_rumination",-0.457573558974079
"269","trait_rumination",-0.228756928852505
"270","mean_state_rumination",-0.284773730355257
"271","trait_rumination",-0.15785061526335
"272","mean_state_rumination",-0.263328142983626
"273","trait_rumination",-0.198249655780968
"274","mean_state_rumination",-0.247504642932398
"275","trait_rumination",-0.155910256937003
"276","mean_state_rumination",-0.368512529958791
"277","trait_rumination",-0.174577112379769
"278","mean_state_rumination",-0.295279590799559
"279","trait_rumination",-0.0116556153568318
"280","mean_state_rumination",-0.358747362328323
"281","trait_rumination",-0.285820177278228
"282","mean_state_rumination",-0.218169403342305
"283","trait_rumination",-0.227940950647393
"284","mean_state_rumination",-0.345897098321924
"285","trait_rumination",-0.236401559715437
"286","mean_state_rumination",-0.243927150536798
"287","trait_rumination",-0.152086634586027
"288","mean_state_rumination",-0.202022125120225
"289","trait_rumination",-0.129339814209437
"290","mean_state_rumination",-0.290115957929008
"291","trait_rumination",-0.0183131053440401
"292","mean_state_rumination",-0.26691776055011
"293","trait_rumination",-0.0915712824078098
"294","mean_state_rumination",-0.457497099023744
"295","trait_rumination",-0.168031365156209
"296","mean_state_rumination",-0.351204703353749
"297","trait_rumination",-0.158339325967572
"298","mean_state_rumination",-0.289143904315186
"299","trait_rumination",-0.134261540107543
"300","mean_state_rumination",-0.349982520093919
"301","trait_rumination",-0.169315396811449
"302","mean_state_rumination",-0.292518009027832
"303","trait_rumination",-0.0866765222289191
"304","mean_state_rumination",-0.358877967714031
"305","trait_rumination",-0.0450856761892831
"306","mean_state_rumination",-0.343763400687648
"307","trait_rumination",-0.197444213223392
"308","mean_state_rumination",-0.278103962858898
"309","trait_rumination",-0.254567114875769
"310","mean_state_rumination",-0.258307782971001
"311","trait_rumination",-0.196801514207995
"312","mean_state_rumination",-0.253621922271311
"313","trait_rumination",-0.228526075902611
"314","mean_state_rumination",-0.281609286764933
"315","trait_rumination",-0.16880727291474
"316","mean_state_rumination",-0.281621539128374
"317","trait_rumination",-0.120884394751846
"318","mean_state_rumination",-0.266629145253828
"319","trait_rumination",-0.092387050030623
"320","mean_state_rumination",-0.35507625097435
"321","trait_rumination",-0.0911806284131747
"322","mean_state_rumination",-0.260315012925365
"323","trait_rumination",-0.0628256433883843
"324","mean_state_rumination",-0.250871410785907
"325","trait_rumination",-0.149029027990417
"326","mean_state_rumination",-0.336347105067178
"327","trait_rumination",-0.156167418021577
"328","mean_state_rumination",-0.324150755067974
"329","trait_rumination",-0.264365021644387
"330","mean_state_rumination",-0.272927510677408
"331","trait_rumination",-0.272616929829144
"332","mean_state_rumination",-0.217866870869176
"333","trait_rumination",-0.159701654440475
"334","mean_state_rumination",-0.340471108739222
"335","trait_rumination",-0.0837789180607697
"336","mean_state_rumination",-0.35403552811924
"337","trait_rumination",-0.169545967148176
"338","mean_state_rumination",-0.386085702681568
"339","trait_rumination",-0.1745309453012
"340","mean_state_rumination",-0.433674956986569
"341","trait_rumination",-0.156048111348795
"342","mean_state_rumination",-0.377725249465714
"343","trait_rumination",-0.119830759461491
"344","mean_state_rumination",-0.363554176626877
"345","trait_rumination",-0.190309677206732
"346","mean_state_rumination",-0.345928989502918
"347","trait_rumination",-0.123186839388684
"348","mean_state_rumination",-0.367579642640563
"349","trait_rumination",-0.292158775707781
"350","mean_state_rumination",-0.304635979409889
"351","trait_rumination",-0.100009193581065
"352","mean_state_rumination",-0.326402668544639
"353","trait_rumination",-0.0872573787738321
"354","mean_state_rumination",-0.290152751828586
"355","trait_rumination",-0.214169005221516
"356","mean_state_rumination",-0.345970386815534
"357","trait_rumination",-0.192008981926571
"358","mean_state_rumination",-0.264167938630345
"359","trait_rumination",-0.112129932448773
"360","mean_state_rumination",-0.34926279733391
"361","trait_rumination",-0.202207435034357
"362","mean_state_rumination",-0.243329423318155
"363","trait_rumination",-0.131371120487894
"364","mean_state_rumination",-0.33333822101893
"365","trait_rumination",-0.21841181094474
"366","mean_state_rumination",-0.282968836540649
"367","trait_rumination",-0.106489132956426
"368","mean_state_rumination",-0.329128277652399
"369","trait_rumination",-0.128921368279973
"370","mean_state_rumination",-0.26029914876928
"371","trait_rumination",-0.0796013966339415
"372","mean_state_rumination",-0.356910866865943
"373","trait_rumination",-0.209274842985399
"374","mean_state_rumination",-0.259826348676985
"375","trait_rumination",-0.110290024476235
"376","mean_state_rumination",-0.333996726050858
"377","trait_rumination",-0.140397744410271
"378","mean_state_rumination",-0.305913456514827
"379","trait_rumination",-0.218612153822443
"380","mean_state_rumination",-0.282951694454136
"381","trait_rumination",-0.258823548019824
"382","mean_state_rumination",-0.267060440795255
"383","trait_rumination",-0.226564627442509
"384","mean_state_rumination",-0.151570268235075
"385","trait_rumination",-0.20560365603871
"386","mean_state_rumination",-0.251913718270112
"387","trait_rumination",-0.217748601670734
"388","mean_state_rumination",-0.251378354230559
"389","trait_rumination",-0.11364302969184
"390","mean_state_rumination",-0.268630517555417
"391","trait_rumination",-0.291201299860858
"392","mean_state_rumination",-0.237855044134694
"393","trait_rumination",-0.169269634666084
"394","mean_state_rumination",-0.241058127935337
"395","trait_rumination",-0.132940952648062
"396","mean_state_rumination",-0.276598598789198
"397","trait_rumination",-0.113612181992146
"398","mean_state_rumination",-0.276592729633998
"399","trait_rumination",-0.113998457485483
"400","mean_state_rumination",-0.351725251100241
"401","trait_rumination",-0.203468232797474
"402","mean_state_rumination",-0.345804350018182
"403","trait_rumination",-0.150505401026194
"404","mean_state_rumination",-0.300359831456039
"405","trait_rumination",-0.231186007626128
"406","mean_state_rumination",-0.313913009378357
"407","trait_rumination",-0.117349866741835
"408","mean_state_rumination",-0.291983482175983
"409","trait_rumination",-0.150078298834212
"410","mean_state_rumination",-0.281344411936817
"411","trait_rumination",-0.110015663599402
"412","mean_state_rumination",-0.371117460374869
"413","trait_rumination",-0.140087322642721
"414","mean_state_rumination",-0.294257021304111
"415","trait_rumination",-0.193608254487269
"416","mean_state_rumination",-0.285310484931736
"417","trait_rumination",-0.172332370638582
"418","mean_state_rumination",-0.326323668393617
"419","trait_rumination",-0.202536592670993
"420","mean_state_rumination",-0.297190087995592
"421","trait_rumination",-0.223480980433731
"422","mean_state_rumination",-0.28589277402665
"423","trait_rumination",-0.106740165928823
"424","mean_state_rumination",-0.308664753514196
"425","trait_rumination",-0.185701755327499
"426","mean_state_rumination",-0.308966716994186
"427","trait_rumination",-0.248416192709879
"428","mean_state_rumination",-0.264461630646599
"429","trait_rumination",-0.135885850584965
"430","mean_state_rumination",-0.388215908205161
"431","trait_rumination",-0.168380729894063
"432","mean_state_rumination",-0.333646322097951
"433","trait_rumination",-0.223383284279126
"434","mean_state_rumination",-0.338461081419331
"435","trait_rumination",-0.14212132437023
"436","mean_state_rumination",-0.277109617345514
"437","trait_rumination",-0.228373370191481
"438","mean_state_rumination",-0.276858789508682
"439","trait_rumination",-0.200759864226198
"440","mean_state_rumination",-0.272916070617547
"441","trait_rumination",-0.253926976721824
"442","mean_state_rumination",-0.31488235424473
"443","trait_rumination",-0.139428048219262
"444","mean_state_rumination",-0.342679189410112
"445","trait_rumination",-0.148779712622044
"446","mean_state_rumination",-0.341142217052048
"447","trait_rumination",-0.160967877233805
"448","mean_state_rumination",-0.249866677879971
"449","trait_rumination",-0.160571141893145
"450","mean_state_rumination",-0.277493267084613
"451","trait_rumination",-0.19912548674672
"452","mean_state_rumination",-0.277101020959945
"453","trait_rumination",-0.126151822309691
"454","mean_state_rumination",-0.345296634412317
"455","trait_rumination",-0.0979354435728424
"456","mean_state_rumination",-0.336462932803758
"457","trait_rumination",-0.174999160058942
"458","mean_state_rumination",-0.287413160271951
"459","trait_rumination",-0.0784206789409529
"460","mean_state_rumination",-0.266353959083635
"461","trait_rumination",-0.212702357112787
"462","mean_state_rumination",-0.285893661623804
"463","trait_rumination",-0.288082171564661
"464","mean_state_rumination",-0.346771468745848
"465","trait_rumination",-0.163942035559894
"466","mean_state_rumination",-0.231244702222843
"467","trait_rumination",-0.271243353524536
"468","mean_state_rumination",-0.330704867671527
"469","trait_rumination",-0.195616464735488
"470","mean_state_rumination",-0.309562934490467
"471","trait_rumination",-0.163901214089098
"472","mean_state_rumination",-0.284541472056541
"473","trait_rumination",-0.077133772957964
"474","mean_state_rumination",-0.33756693447982
"475","trait_rumination",-0.162777099765441
"476","mean_state_rumination",-0.300342374284417
"477","trait_rumination",-0.268961640419058
"478","mean_state_rumination",-0.326980310696666
"479","trait_rumination",-0.205743050654924
"480","mean_state_rumination",-0.322905103373152
"481","trait_rumination",-0.199360411611959
"482","mean_state_rumination",-0.293587250511061
"483","trait_rumination",-0.126928464424816
"484","mean_state_rumination",-0.362039786402138
"485","trait_rumination",-0.201578991802835
"486","mean_state_rumination",-0.304146672057913
"487","trait_rumination",-0.12069297855462
"488","mean_state_rumination",-0.356078066743296
"489","trait_rumination",-0.0320698123093394
"490","mean_state_rumination",-0.363153549732683
"491","trait_rumination",-0.172923410978494
"492","mean_state_rumination",-0.277635512825973
"493","trait_rumination",-0.151823086411521
"494","mean_state_rumination",-0.290313355734836
"495","trait_rumination",-0.153803760977669
"496","mean_state_rumination",-0.306445207833632
"497","trait_rumination",-0.0680247566080691
"498","mean_state_rumination",-0.405879871891854
"499","trait_rumination",-0.15996408042588
"500","mean_state_rumination",-0.327873093586998
"501","trait_rumination",-0.278383193904588
"502","mean_state_rumination",-0.191040587852854
"503","trait_rumination",-0.183210206758982
"504","mean_state_rumination",-0.281076639160702
"505","trait_rumination",-0.204526131745176
"506","mean_state_rumination",-0.32517916502097
"507","trait_rumination",-0.148876138881929
"508","mean_state_rumination",-0.372972067999743
"509","trait_rumination",-0.104387648350856
"510","mean_state_rumination",-0.418021961513921
"511","trait_rumination",-0.204400186451726
"512","mean_state_rumination",-0.286423189617867
"513","trait_rumination",-0.161276541094102
"514","mean_state_rumination",-0.310414885782303
"515","trait_rumination",-0.162608515350578
"516","mean_state_rumination",-0.278786726246503
"517","trait_rumination",-0.129083287146767
"518","mean_state_rumination",-0.344613509642655
"519","trait_rumination",-0.261229818920476
"520","mean_state_rumination",-0.243083203266467
"521","trait_rumination",-0.194790420142656
"522","mean_state_rumination",-0.292672014867687
"523","trait_rumination",-0.16105742477045
"524","mean_state_rumination",-0.333781388877781
"525","trait_rumination",-0.16751221409538
"526","mean_state_rumination",-0.246493673382651
"527","trait_rumination",-0.19991895091753
"528","mean_state_rumination",-0.308451643228337
"529","trait_rumination",-0.185598215458859
"530","mean_state_rumination",-0.282177634400756
"531","trait_rumination",-0.0796358475814884
"532","mean_state_rumination",-0.305106000136217
"533","trait_rumination",-0.136209479123491
"534","mean_state_rumination",-0.273420542374752
"535","trait_rumination",-0.160004027031972
"536","mean_state_rumination",-0.33567452057208
"537","trait_rumination",-0.139229921862047
"538","mean_state_rumination",-0.299309760486067
"539","trait_rumination",-0.217672902055952
"540","mean_state_rumination",-0.289755257049294
"541","trait_rumination",-0.114921249422956
"542","mean_state_rumination",-0.319171833173672
"543","trait_rumination",-0.142545436529394
"544","mean_state_rumination",-0.333287567588114
"545","trait_rumination",-0.145783919568001
"546","mean_state_rumination",-0.353275070961427
"547","trait_rumination",-0.110171204519433
"548","mean_state_rumination",-0.383684884271856
"549","trait_rumination",-0.184553054647792
"550","mean_state_rumination",-0.292876204353678
"551","trait_rumination",-0.167959557823268
"552","mean_state_rumination",-0.353155290685502
"553","trait_rumination",-0.231373442520467
"554","mean_state_rumination",-0.244701808338467
"555","trait_rumination",-0.0767566489297524
"556","mean_state_rumination",-0.368025081627659
"557","trait_rumination",-0.190273255887432
"558","mean_state_rumination",-0.318032473655747
"559","trait_rumination",-0.221715247199273
"560","mean_state_rumination",-0.277247816980743
"561","trait_rumination",-0.23523569145702
"562","mean_state_rumination",-0.255167319242963
"563","trait_rumination",-0.088606085755361
"564","mean_state_rumination",-0.241798973760122
"565","trait_rumination",-0.186282950657401
"566","mean_state_rumination",-0.309444154673096
"567","trait_rumination",-0.263005994080575
"568","mean_state_rumination",-0.188726546086461
"569","trait_rumination",-0.0160859340309856
"570","mean_state_rumination",-0.36271727869706
"571","trait_rumination",-0.194928397873772
"572","mean_state_rumination",-0.294702111306346
"573","trait_rumination",-0.109397564534386
"574","mean_state_rumination",-0.290239757144025
"575","trait_rumination",-0.14474128445966
"576","mean_state_rumination",-0.360309361300258
"577","trait_rumination",-0.218489211618572
"578","mean_state_rumination",-0.267349207899321
"579","trait_rumination",-0.143811187519929
"580","mean_state_rumination",-0.309994219691256
"581","trait_rumination",-0.178177155149728
"582","mean_state_rumination",-0.29643873643085
"583","trait_rumination",-0.114848671697283
"584","mean_state_rumination",-0.25086979954847
"585","trait_rumination",-0.220910378739552
"586","mean_state_rumination",-0.361756956235664
"587","trait_rumination",-0.165169234608359
"588","mean_state_rumination",-0.279286927588534
"589","trait_rumination",-0.199338704156362
"590","mean_state_rumination",-0.28510095495897
"591","trait_rumination",-0.070373951723251
"592","mean_state_rumination",-0.371408182436188
"593","trait_rumination",-0.150052918905797
"594","mean_state_rumination",-0.349162593210498
"595","trait_rumination",-0.124100657330966
"596","mean_state_rumination",-0.289906421358868
"597","trait_rumination",-0.0384441931312054
"598","mean_state_rumination",-0.315779657396701
"599","trait_rumination",-0.184921178397553
"600","mean_state_rumination",-0.265507335643155
"601","trait_rumination",-0.0751273597091948
"602","mean_state_rumination",-0.3642092213267
"603","trait_rumination",-0.113482736057331
"604","mean_state_rumination",-0.377090847105305
"605","trait_rumination",-0.122498554664175
"606","mean_state_rumination",-0.382464731181548
"607","trait_rumination",-0.165997487724358
"608","mean_state_rumination",-0.28582747940565
"609","trait_rumination",-0.158795906201251
"610","mean_state_rumination",-0.344255727551228
"611","trait_rumination",-0.182701359207997
"612","mean_state_rumination",-0.154902843620966
"613","trait_rumination",0.00116272204941773
"614","mean_state_rumination",-0.359026330673034
"615","trait_rumination",-0.0525120674073355
"616","mean_state_rumination",-0.337256567277812
"617","trait_rumination",-0.16064934112524
"618","mean_state_rumination",-0.260825375339681
"619","trait_rumination",-0.202194483775817
"620","mean_state_rumination",-0.304779202560104
"621","trait_rumination",-0.125551266658897
"622","mean_state_rumination",-0.266308685790158
"623","trait_rumination",0.0749995653578037
"624","mean_state_rumination",-0.426065766568016
"625","trait_rumination",-0.104675983144121
"626","mean_state_rumination",-0.331378107978179
"627","trait_rumination",-0.14203872933504
"628","mean_state_rumination",-0.287580286740926
"629","trait_rumination",-0.159260521759586
"630","mean_state_rumination",-0.308398332706704
"631","trait_rumination",-0.0505631855467725
"632","mean_state_rumination",-0.327230661036165
"633","trait_rumination",-0.151978760333368
"634","mean_state_rumination",-0.278097784022079
"635","trait_rumination",-0.0981854398678606
"636","mean_state_rumination",-0.339340970656608
"637","trait_rumination",-0.0518362372402478
"638","mean_state_rumination",-0.36466128801198
"639","trait_rumination",-0.164750454329974
"640","mean_state_rumination",-0.290408588817772
"641","trait_rumination",-0.0388904439152194
"642","mean_state_rumination",-0.327645814208538
"643","trait_rumination",-0.121860041275891
"644","mean_state_rumination",-0.333858987490537
"645","trait_rumination",-0.171045703092768
"646","mean_state_rumination",-0.227786648955435
"647","trait_rumination",-0.182798502166144
"648","mean_state_rumination",-0.312629370262967
"649","trait_rumination",-0.121888689248939
"650","mean_state_rumination",-0.306483826419609
"651","trait_rumination",-0.162265784384369
"652","mean_state_rumination",-0.264878876930628
"653","trait_rumination",-0.0408077954719427
"654","mean_state_rumination",-0.316988479177089
"655","trait_rumination",-0.114799514437333
"656","mean_state_rumination",-0.34253421659371
"657","trait_rumination",-0.160061340456315
"658","mean_state_rumination",-0.377897019029133
"659","trait_rumination",-0.156282882869231
"660","mean_state_rumination",-0.289671817361393
"661","trait_rumination",-0.179215308163098
"662","mean_state_rumination",-0.344957679039238
"663","trait_rumination",-0.107897244032005
"664","mean_state_rumination",-0.226122422507515
"665","trait_rumination",-0.207030012458172
"666","mean_state_rumination",-0.338718115672562
"667","trait_rumination",-0.0993138526237091
"668","mean_state_rumination",-0.406993991228969
"669","trait_rumination",-0.161355291650065
"670","mean_state_rumination",-0.315950565615527
"671","trait_rumination",-0.0810551440686907
"672","mean_state_rumination",-0.336377802349442
"673","trait_rumination",-0.125491812977213
"674","mean_state_rumination",-0.27551629476328
"675","trait_rumination",-0.164140915807393
"676","mean_state_rumination",-0.328515993977927
"677","trait_rumination",-0.102967034911712
"678","mean_state_rumination",-0.398476208881824
"679","trait_rumination",-0.0656891104435333
"680","mean_state_rumination",-0.40513183664168
"681","trait_rumination",-0.197866397446096
"682","mean_state_rumination",-0.335121464503142
"683","trait_rumination",-0.278734576706146
"684","mean_state_rumination",-0.27387335992581
"685","trait_rumination",-0.100656315322062
"686","mean_state_rumination",-0.349665194661668
"687","trait_rumination",-0.0995382310878702
"688","mean_state_rumination",-0.34020574091427
"689","trait_rumination",-0.219071386840314
"690","mean_state_rumination",-0.232549549294228
"691","trait_rumination",-0.12911021070044
"692","mean_state_rumination",-0.371909975269531
"693","trait_rumination",-0.11041510554721
"694","mean_state_rumination",-0.384493928875472
"695","trait_rumination",-0.228934101216451
